Satellites, Paused, Filtered, Course, Latitude, Longitude, Altitude, Horz_Accuracy, Vert_Accuracy, Real Speed, Calculated Speed, Last_Distance, Total_Distance
8, false, false, 318.83972, 44.810269, 20.46013, 183.0, 4.23, 4.92, 1.0, 1.0, 1.364086, 199.42342
8, false, false, 319.24622, 44.810277, 20.460118, 183.0, 4.23, 4.92, 0.93, 0.93, 1.3005753, 200.724
8, false, false, 326.35437, 44.810285, 20.460108, 183.0, 4.23, 4.92, 0.93, 0.93, 1.190021, 201.91402
8, false, false, 318.99353, 44.810295, 20.460084, 182.0, 4.23, 4.92, 0.87, 0.87, 2.1998792, 204.11389
7, false, false, 307.07336, 44.810298, 20.460063, 182.0, 4.23, 4.92, 1.5, 1.5, 1.6943605, 205.80826
7, false, false, 311.72607, 44.810302, 20.460045, 182.0, 4.23, 4.92, 1.0, 1.0, 1.4916886, 207.29994
6, false, false, 315.93933, 44.810312, 20.460035, 182.0, 4.23, 4.92, 0.75, 0.75, 1.3640857, 208.66403
6, false, false, 320.3833, 44.810322, 20.460027, 182.0, 4.23, 4.92, 1.12, 1.12, 1.278846, 209.94287
6, false, false, 320.44373, 44.810329, 20.460018, 182.0, 4.23, 4.92, 0.87, 0.87, 1.0545181, 210.99739
6, false, false, 323.3551, 44.810331, 20.460006, 181.0, 4.23, 4.92, 1.18, 1.18, 0.97494996, 211.97234
